OBJECTID,Closed Roll Year,Property Location,Parcel Number,Block,Lot,Volume Number,Use Code,Use Definition,Property Class Code,Property Class Code Definition,Year Property Built,Number of Bathrooms,Number of Bedrooms,Number of Rooms,Number of Stories,Number of Units,Zoning Code,Construction Type,Lot Depth,Lot Frontage,Property Area,Basement Area,Lot Area,Lot Code,Tax Rate Area Code,Percent of Ownership,Exemption Code,Exemption Code Definition,Status Code,Misc Exemption Value,Homeowner Exemption Value,Current Sales Date,Assessed Fixtures Value,Assessed Improvement Value,Assessed Land Value,Assessed Personal Property Value,Assessor Neighborhood District,Assessor Neighborhood Code,Assessor Neighborhood,Supervisor District,Supervisor District 2012,Analysis Neighborhood,the_geom,Row ID,data_as_of,data_loaded_at,date_dat_2,time_dat_2,POINT_X,POINT_Y
1642,2017,0000 0401 HARRISON            ST0004G,3765420,3765,420,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,810,0,0,NA,1000,1,NA,,NA,0,0,,,0,403144,604668,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765420,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1643,2017,0000 0401 HARRISON            ST0005A,3765421,3765,421,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,1109,0,0,NA,1000,1,NA,,NA,0,0,,,0,550351,825459,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765421,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1644,2017,0000 0401 HARRISON            ST0005B,3765422,3765,422,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,744,0,0,NA,1000,1,NA,,NA,0,0,,,0,370357,555492,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765422,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1645,2017,0000 0401 HARRISON            ST0005C,3765423,3765,423,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1289,0,0,NA,1000,1,NA,,NA,0,0,,,0,641518,962199,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765423,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1646,2017,0000 0401 HARRISON            ST0005D,3765424,3765,424,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,611,0,0,NA,1000,1,NA,,NA,0,0,,,0,304115,456135,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765424,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1647,2017,0000 0401 HARRISON            ST0005E,3765425,3765,425,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,703,0,0,NA,1000,1,NA,,NA,0,0,,,0,349949,524881,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765425,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1648,2017,0000 0401 HARRISON            ST0005F,3765426,3765,426,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1242,0,0,NA,1000,1,NA,,NA,0,0,,,0,618099,927073,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765426,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1649,2017,0000 0401 HARRISON            ST0005G,3765427,3765,427,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,807,0,0,NA,1000,1,NA,,NA,0,0,,,0,401639,602409,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765427,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1651,2017,0000 0401 HARRISON            ST0006B,3765429,3765,429,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,744,0,0,NA,1000,1,NA,,NA,0,0,,,0,370357,555492,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765429,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1653,2017,0000 0401 HARRISON            ST0006D,3765431,3765,431,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,607,0,0,NA,1000,1,NA,,NA,0,0,,,0,302107,453124,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765431,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1654,2017,0000 0401 HARRISON            ST0006E,3765432,3765,432,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,705,0,0,NA,1000,1,NA,,NA,0,0,,,0,350786,526136,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765432,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1655,2017,0000 0401 HARRISON            ST0006F,3765433,3765,433,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1240,0,0,NA,1000,1,NA,,NA,0,0,,,0,617095,925568,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765433,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1656,2017,0000 0401 HARRISON            ST0006G,3765434,3765,434,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,801,0,0,NA,1000,1,NA,,NA,0,0,,,0,398628,597893,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765434,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1657,2017,0000 0401 HARRISON            ST0007A,3765435,3765,435,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1404,0,0,NA,1000,1,NA,,NA,0,0,,,0,698728,1048007,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765435,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1658,2017,0000 0401 HARRISON            ST0007B,3765436,3765,436,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,743,0,0,NA,1000,1,NA,,NA,0,0,,,0,369856,554739,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765436,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1659,2017,0000 0401 HARRISON            ST0007C,3765437,3765,437,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1290,0,0,NA,1000,1,NA,,NA,0,0,,,0,642020,962952,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765437,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1660,2017,0000 0401 HARRISON            ST0007D,3765438,3765,438,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,611,0,0,NA,1000,1,NA,,NA,0,0,,,0,304115,456135,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765438,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1661,2017,0000 0401 HARRISON            ST0007E,3765439,3765,439,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,713,0,0,NA,1000,1,NA,,NA,0,0,,,0,354800,532158,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765439,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1662,2017,0000 0401 HARRISON            ST0007F,3765440,3765,440,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1243,0,0,NA,1000,1,NA,,NA,0,0,,,0,618601,927826,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765440,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1663,2017,0000 0401 HARRISON            ST0007G,3765441,3765,441,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,780,0,0,NA,1000,1,NA,,NA,0,0,,,0,388089,582087,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765441,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1664,2017,0000 0401 HARRISON            ST0008A,3765442,3765,442,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,840,0,0,NA,1000,1,NA,,NA,0,0,,,0,418032,626998,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765442,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1665,2017,0000 0401 HARRISON            ST0008B,3765443,3765,443,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1312,0,0,NA,1000,1,NA,,NA,0,0,,,0,652893,979261,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765443,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1666,2017,0000 0401 HARRISON            ST0008C,3765444,3765,444,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1286,0,0,NA,1000,1,NA,,NA,0,0,,,0,640013,959941,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765444,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1667,2017,0000 0401 HARRISON            ST0008D,3765445,3765,445,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,607,0,0,NA,1000,1,NA,,NA,0,0,,,0,302107,453124,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765445,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1668,2017,0000 0401 HARRISON            ST0008E,3765446,3765,446,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,707,0,0,NA,1000,1,NA,,NA,0,0,,,0,351789,527641,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765446,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1669,2017,0000 0401 HARRISON            ST0008F,3765447,3765,447,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1240,0,0,NA,1000,1,NA,,NA,0,0,,,0,617095,925568,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765447,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1670,2017,0000 0401 HARRISON            ST0008G,3765448,3765,448,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,819,0,0,NA,1000,1,NA,,NA,0,0,,,0,407661,611442,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765448,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1673,2017,0000 0401 HARRISON            ST0009B,3765451,3765,451,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1312,0,0,NA,1000,1,NA,,NA,0,0,,,0,652893,979261,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765451,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1674,2017,0000 0401 HARRISON            ST0009C,3765452,3765,452,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1286,0,0,NA,1000,1,NA,,NA,0,0,,,0,640013,959941,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765452,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1675,2017,0000 0401 HARRISON            ST0009D,3765453,3765,453,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,607,0,0,NA,1000,1,NA,,NA,0,0,,,0,302107,453124,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765453,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1676,2017,0000 0401 HARRISON            ST0009E,3765454,3765,454,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,707,0,0,NA,1000,1,NA,,NA,0,0,,,0,351789,527641,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765454,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1677,2017,0000 0401 HARRISON            ST0009F,3765455,3765,455,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1240,0,0,NA,1000,1,NA,,NA,0,0,,,0,617095,925568,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765455,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1678,2017,0000 0401 HARRISON            ST0009G,3765456,3765,456,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,819,0,0,NA,1000,0.77,NA,,NA,0,0,,,0,406490,609685,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765456,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1679,2017,0000 0401 HARRISON            ST0009H,3765457,3765,457,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,759,0,0,NA,1000,1,NA,,NA,0,0,,,0,377718,566531,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765457,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1680,2017,0000 0401 HARRISON            ST0010A,3765458,3765,458,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,840,0,0,NA,1000,1,NA,,NA,0,0,,,0,418032,626998,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765458,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1681,2017,0000 0401 HARRISON            ST0010B,3765459,3765,459,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1312,0,0,NA,1000,1,NA,,NA,0,0,,,0,652392,978508,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765459,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1682,2017,0000 0401 HARRISON            ST0010C,3765460,3765,460,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1286,0,0,NA,1000,1,NA,,NA,0,0,,,0,640013,959941,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765460,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1683,2017,0000 0401 HARRISON            ST0010D,3765461,3765,461,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,607,0,0,NA,1000,1,NA,,NA,0,0,,,0,302107,453124,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765461,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1684,2017,0000 0401 HARRISON            ST0010E,3765462,3765,462,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,707,0,0,NA,1000,1,NA,,NA,0,0,,,0,351789,527641,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765462,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1685,2017,0000 0401 HARRISON            ST0010F,3765463,3765,463,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1240,0,0,NA,1000,1,NA,,NA,0,0,,,0,617095,925568,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765463,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1686,2017,0000 0401 HARRISON            ST0010G,3765464,3765,464,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,819,0,0,NA,1000,1,NA,,NA,0,0,,,0,407661,611442,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765464,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1687,2017,0000 0401 HARRISON            ST0010H,3765465,3765,465,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,759,0,0,NA,1000,1,NA,,NA,0,0,,,0,377718,566531,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765465,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1688,2017,0000 0401 HARRISON            ST0011A,3765466,3765,466,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,840,0,0,NA,1000,1,NA,,NA,0,0,,,0,418032,626998,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765466,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1689,2017,0000 0401 HARRISON            ST0011B,3765467,3765,467,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1312,0,0,NA,1000,1,NA,,NA,0,0,,,0,652893,979261,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765467,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1690,2017,0000 0401 HARRISON            ST0011C,3765468,3765,468,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1286,0,0,NA,1000,1,NA,,NA,0,0,,,0,639009,958436,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765468,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1691,2017,0000 0401 HARRISON            ST0011D,3765469,3765,469,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,607,0,0,NA,1000,1,NA,,NA,0,0,,,0,302107,453124,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765469,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1692,2017,0000 0401 HARRISON            ST0011E,3765470,3765,470,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,707,0,0,NA,1000,1,NA,,NA,0,0,,,0,351789,527641,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765470,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1693,2017,0000 0401 HARRISON            ST0011F,3765471,3765,471,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1240,0,0,NA,1000,1,NA,,NA,0,0,,,0,617095,925568,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765471,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1694,2017,0000 0401 HARRISON            ST0011G,3765472,3765,472,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,819,0,0,NA,1000,1,NA,,NA,0,0,,,0,407661,611442,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765472,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1695,2017,0000 0401 HARRISON            ST0011H,3765473,3765,473,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,759,0,0,NA,1000,1,NA,,NA,0,0,,,0,377718,566531,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765473,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1696,2017,0000 0401 HARRISON            ST0012A,3765474,3765,474,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,840,0,0,NA,1000,1,NA,,NA,0,0,,,0,418032,626998,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765474,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1697,2017,0000 0401 HARRISON            ST0012B,3765475,3765,475,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1312,0,0,NA,1000,1,NA,,NA,0,0,,,0,652893,979261,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765475,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1698,2017,0000 0401 HARRISON            ST0012C,3765476,3765,476,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1286,0,0,NA,1000,1,NA,,NA,0,0,,,0,640013,959941,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765476,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1699,2017,0000 0401 HARRISON            ST0012D,3765477,3765,477,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,607,0,0,NA,1000,1,NA,,NA,0,0,,,0,302107,453124,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765477,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1700,2017,0000 0401 HARRISON            ST0012E,3765478,3765,478,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,707,0,0,NA,1000,1,NA,,NA,0,0,,,0,351789,527641,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765478,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1701,2017,0000 0401 HARRISON            ST0012F,3765479,3765,479,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1240,0,0,NA,1000,1,NA,,NA,0,0,,,0,617095,925568,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765479,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1702,2017,0000 0401 HARRISON            ST0012G,3765480,3765,480,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,819,0,0,NA,1000,1,NA,,NA,0,0,,,0,407661,611442,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765480,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1703,2017,0000 0401 HARRISON            ST0012H,3765481,3765,481,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,759,0,0,NA,1000,1,NA,,NA,0,0,,,0,377718,566531,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765481,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1704,2017,0000 0401 HARRISON            ST0013A,3765482,3765,482,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,1,1,0,1,0,NA,NA,0,0,840,0,0,NA,1000,1,NA,,NA,0,0,,,0,418032,626998,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765482,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1705,2017,0000 0401 HARRISON            ST0013B,3765483,3765,483,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1312,0,0,NA,1000,1,NA,,NA,0,0,,,0,652893,979261,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765483,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
1706,2017,0000 0401 HARRISON            ST0013C,3765484,3765,484,25,MRES,Multi-Family Residential,A15,Apartment 15 Units or more,2014,2,2,0,1,0,NA,NA,0,0,1286,0,0,NA,1000,1,NA,,NA,0,0,,,0,640013,959941,0,9.0,9H,South Beach,6,6,Financial District/South Beach,20173765484,2023-10-02 0:00:00,12:14:02.000,2023-10-04 0:00:00,09:38:21.000,-122.3922288,37.7860649
