,the_geom,Geographic_Area_Name,estimatedPercentBelowPovertyLevel
495,"[[38.523020021, -122.787668308], [38.483687015, -122.821677309], [38.517385021, -122.782507307], [38.506388023, -122.752767301], [38.503851023, -122.741164299], [38.486127022, -122.735341296], [38.480419022, -122.733624295], [38.511129022, -122.764800303], [38.504312022, -122.7483723], [38.481697022, -122.734207295]]",Census Tract 1527.02,4.30%
496,"[[37.592379996, -122.075789091], [37.583483995, -122.080973091], [37.592249996, -122.074364091], [37.592200996, -122.074246091], [37.586113996, -122.072794089], [37.592267996, -122.07068209], [37.591868996, -122.071549091], [37.592225996, -122.07074009], [37.592225996, -122.076275091], [37.591588996, -122.080708091]]",Census Tract 4403.04,4.30%
497,"[[37.897529022, -122.082572127], [37.884859019, -122.097453128], [37.892147021, -122.089780127], [37.880793021, -122.079857125], [37.878184019, -122.095002126], [37.890515022, -122.068448124], [37.893330021, -122.090999128], [37.867020019, -122.084488123], [37.88458902, -122.077649125], [37.88753102, -122.090506127]]",Census Tract 3410,4.30%
498,"[[37.576711996, -122.058906087], [37.585546997, -122.051690087], [37.579603997, -122.050443086], [37.586504997, -122.052375087], [37.582172996, -122.061968088], [37.580047996, -122.061533087], [37.581263996, -122.054961086], [37.583919997, -122.050602086], [37.584767996, -122.062831088], [37.589379997, -122.054428087]]",Census Tract 4415.22,4.30%
499,"[[37.758704979, -122.502595175], [37.751547979, -122.495178173], [37.75879898, -122.500449174], [37.75714198, -122.495568174], [37.751430979, -122.497783174], [37.751385979, -122.498855174], [37.751655979, -122.495197173], [37.75900598, -122.495705174], [37.75893898, -122.497235174], [37.751244978, -122.502073174]]",Census Tract 351.02,4.30%
500,"[[37.931352003, -122.376565176], [37.954023005, -122.380746179], [37.952016006, -122.361904176], [37.951968006, -122.362089176], [37.953927005, -122.380936179], [37.947500005, -122.362982175], [37.967774004, -122.402523184], [37.951253005, -122.368876177], [37.952675004, -122.38765218], [37.926758004, -122.368515174]]",Census Tract 3780,4.30%
501,"[[37.441233958, -122.427922127], [37.46254496, -122.434437131], [37.438558958, -122.427557127], [37.429094957, -122.433320127], [37.428663957, -122.432243127], [37.428751956, -122.432503126], [37.459101959, -122.43444313], [37.428496956, -122.431668127], [37.464651959, -122.439794132], [37.428758957, -122.432519127]]",Census Tract 6137.01,4.40%
502,"[[37.296810983, -121.89720903], [37.288281982, -121.892086029], [37.295526983, -121.900186031], [37.295532983, -121.900164031], [37.296763984, -121.880594028], [37.293511982, -121.904741032], [37.297230984, -121.880787028], [37.285278981, -121.90052803], [37.285819982, -121.899016029], [37.297320985, -121.880815028]]",Census Tract 5025,4.40%
503,"[[37.780601983, -122.475102174], [37.785496984, -122.472609174], [37.786143983, -122.476356174], [37.786212984, -122.472592174], [37.786035983, -122.478727174], [37.786314984, -122.472748174], [37.786242984, -122.474396173], [37.782678984, -122.472400173], [37.780453983, -122.478323174], [37.782312983, -122.478457174]]",Census Tract 426.02,4.40%
504,"[[37.792267987, -122.436217168], [37.792893987, -122.431276168], [37.789633987, -122.435686168], [37.791343988, -122.429283168], [37.790506987, -122.435862168], [37.788910987, -122.433853168], [37.789538987, -122.428918167], [37.789328987, -122.430564167], [37.792221988, -122.429460168], [37.792476987, -122.434571169]]",Census Tract 135,4.40%
505,"[[37.745352984, -122.422289161], [37.747438984, -122.431490162], [37.742430984, -122.42331516], [37.745579984, -122.422302161], [37.741837984, -122.430901162], [37.748004985, -122.422578162], [37.742082983, -122.426859161], [37.742102983, -122.426531161], [37.745832983, -122.431338163], [37.747172984, -122.422466161]]",Census Tract 215,4.40%
506,"[[37.770681988, -122.39735916], [37.766586988, -122.394486159], [37.769888987, -122.39793316], [37.766618988, -122.393981159], [37.781513989, -122.389403161], [37.771533988, -122.39688116], [37.779281989, -122.39222416], [37.765672988, -122.386628158], [37.769974988, -122.397613161], [37.766575988, -122.394657159]]",Census Tract 607.01,4.40%
507,"[[37.308139972, -122.064101057], [37.286396971, -122.054725053], [37.28922797, -122.067859056], [37.307018972, -122.067857058], [37.299211973, -122.042515053], [37.293124972, -122.044343053], [37.29032997, -122.080522058], [37.286250971, -122.065284055], [37.313754973, -122.060293057], [37.28764697, -122.065885055]]",Census Tract 5077.02,4.40%
508,"[[37.954261035, -121.954436114], [37.954751035, -121.964766115], [37.966650036, -121.956239115], [37.961651035, -121.965554116], [37.963695037, -121.950475114], [37.963508035, -121.964188116], [37.964827036, -121.963084116], [37.965157036, -121.962977116], [37.957992037, -121.949483114], [37.954745036, -121.953841113]]",Census Tract 3331.02,4.40%
509,"[[37.734680979, -122.478036169], [37.731143979, -122.479145168], [37.729016978, -122.49604817], [37.732272978, -122.498120171], [37.730281978, -122.48900517], [37.734618979, -122.479716169], [37.734382979, -122.484986169], [37.733993978, -122.493797171], [37.728840978, -122.492174169], [37.734229978, -122.48887417]]",Census Tract 331,4.40%
510,"[[37.55021698, -122.248150113], [37.539357979, -122.250737112], [37.523614977, -122.24925411], [37.552738981, -122.237243111], [37.536856979, -122.246608111], [37.524153978, -122.24986411], [37.539723979, -122.250640112], [37.524532977, -122.25049811], [37.544509979, -122.252384112], [37.524546978, -122.250497109]]",Census Tract 6103.03,4.40%
511,"[[38.522951044, -122.480467262], [38.509347045, -122.460903257], [38.506343042, -122.486668261], [38.510928042, -122.492187263], [38.508201042, -122.492533262], [38.499520041, -122.49095026], [38.508890043, -122.490933261], [38.510452043, -122.491000262], [38.501874043, -122.469903258], [38.519668044, -122.47182626]]",Census Tract 2016.02,4.40%
512,"[[37.858361008, -122.219214144], [37.855146008, -122.221713143], [37.868007008, -122.244964148], [37.851636007, -122.224592143], [37.856455008, -122.216594142], [37.856499008, -122.217753143], [37.857637007, -122.242398147], [37.857393008, -122.218022143], [37.866917007, -122.245035148], [37.859382008, -122.221303144]]",Census Tract 4001,4.40%
513,"[[37.946578048, -121.774452085], [37.964724049, -121.776246087], [37.943717048, -121.771269084], [37.946829051, -121.74398008], [37.961050052, -121.743056082], [37.947987048, -121.776951086], [37.954105049, -121.778094086], [37.94649905, -121.754266082], [37.955111048, -121.777701086], [37.961711051, -121.757611084]]",Census Tract 3032.07,4.40%
514,"[[38.248277046, -122.160455179], [38.309099047, -122.202225194], [38.309606049, -122.17820019], [38.280292047, -122.167865185], [38.250920043, -122.199494187], [38.295003048, -122.175867188], [38.176072037, -122.191327176], [38.277708048, -122.165455184], [38.208636043, -122.149244173], [38.172947037, -122.194678176]]",Census Tract 2522.04,4.40%
515,"[[37.701600017, -121.906772078], [37.696288017, -121.903477076], [37.698319017, -121.904005077], [37.689882016, -121.918216077], [37.699622017, -121.905089076], [37.701902018, -121.907211077], [37.676852016, -121.898396073], [37.693776017, -121.903527075], [37.679896016, -121.903096074], [37.674902016, -121.903177074]]",Census Tract 4506.03,4.40%
516,"[[37.686069975, -122.482385163], [37.681669974, -122.487095164], [37.686042975, -122.478526162], [37.675615974, -122.476039161], [37.676771973, -122.486655163], [37.683090974, -122.485782163], [37.685978975, -122.481630163], [37.683095975, -122.471688162], [37.687897976, -122.471383162], [37.683068974, -122.487098164]]",Census Tract 6014,4.50%
517,,Census Tract 5119.11,4.50%
518,"[[37.513971, -121.921660058], [37.514557999, -121.92994006], [37.525453002, -121.917842059], [37.523642001, -121.92802106], [37.525129001, -121.92173306], [37.515036999, -121.938402061], [37.513826001, -121.920535058], [37.524027002, -121.917809059], [37.514763999, -121.939528061], [37.525173001, -121.92169906]]",Census Tract 4431.05,4.50%
519,"[[37.47114598, -122.147710088], [37.47019098, -122.145783087], [37.474270981, -122.15205209], [37.471182979, -122.15558209], [37.46912298, -122.15585209], [37.474502981, -122.153706089], [37.47000898, -122.156249089], [37.46646998, -122.151384089], [37.468742979, -122.155223089], [37.466229979, -122.150967088]]",Census Tract 6120.01,4.50%
520,"[[37.449939976, -122.189702092], [37.445756976, -122.179571091], [37.443865976, -122.174800089], [37.451522976, -122.191234092], [37.446181976, -122.180761091], [37.445490975, -122.18134009], [37.444885975, -122.184803091], [37.453502976, -122.181005091], [37.453054976, -122.181656091], [37.455826976, -122.187607092]]",Census Tract 6126,4.50%
521,"[[37.943146034, -121.966530114], [37.942841035, -121.950265112], [37.950395035, -121.953984113], [37.944325034, -121.968124114], [37.941242035, -121.950503111], [37.951649035, -121.956253114], [37.945806034, -121.967455114], [37.946352034, -121.965237114], [37.951913035, -121.957594114], [37.948203036, -121.950356113]]",Census Tract 3553.10,4.50%
522,"[[37.374054976, -122.087023068], [37.383874978, -122.080301068], [37.377439977, -122.086959068], [37.384394977, -122.081343068], [37.373494977, -122.080187067], [37.380264977, -122.087023068], [37.374604977, -122.077633067], [37.376669976, -122.086943068], [37.375004976, -122.086943068], [37.383955977, -122.085048069]]",Census Tract 5098.02,4.50%
523,"[[37.395568984, -122.012842059], [37.401104984, -122.021513061], [37.398904984, -122.01159306], [37.404084984, -122.00986306], [37.403934985, -122.009913059], [37.406144984, -122.012903061], [37.404474983, -122.020258062], [37.404824984, -122.00964306], [37.399301983, -122.022165061], [37.401374984, -122.01079306]]",Census Tract 5048.07,4.50%
524,"[[37.556596996, -122.03123208], [37.560816997, -122.02456508], [37.556641996, -122.03128008], [37.562536997, -122.024933079], [37.570437997, -122.032773082], [37.556925996, -122.028125079], [37.566912997, -122.02453708], [37.557281996, -122.03196108], [37.556308997, -122.029593079], [37.562004997, -122.02478908]]",Census Tract 4416.01,4.50%
525,"[[38.022617041, -121.963271123], [38.020464042, -121.941861119], [38.026785041, -121.955622122], [38.025425041, -121.962084123], [38.025003041, -121.963150123], [38.019100042, -121.941901119], [38.019392042, -121.941884119], [38.025677042, -121.961603123], [38.026040043, -121.94194312], [38.02291904, -121.964817123]]",Census Tract 3141.05,4.50%
526,"[[37.756948997, -122.256582137], [37.759664997, -122.254990137], [37.763989997, -122.261599138], [37.759350997, -122.264220139], [37.757785997, -122.256092137], [37.764878997, -122.262548139], [37.760726998, -122.254155137], [37.762834998, -122.252907137], [37.763870997, -122.261475139], [37.762682997, -122.262183138]]",Census Tract 4285,4.50%
527,"[[38.15534903, -122.259120184], [38.165744031, -122.255594184], [38.155316031, -122.253963183], [38.15532803, -122.255756184], [38.163635032, -122.253081184], [38.16276303, -122.267247186], [38.16301503, -122.267354186], [38.16606003, -122.266407187], [38.165852031, -122.268455187], [38.15532903, -122.256522183]]",Census Tract 2010.07,4.50%
528,"[[38.452829025, -122.655351279], [38.386753027, -122.566265259], [38.425853025, -122.638690274], [38.411116022, -122.646497273], [38.417465022, -122.658011276], [38.421503023, -122.657570277], [38.448230025, -122.653175279], [38.447934025, -122.649516278], [38.425624023, -122.660696278], [38.386836027, -122.569573259]]",Census Tract 1515.03,4.60%
529,"[[38.438047016, -122.763995295], [38.452606017, -122.766540297], [38.438531018, -122.743003292], [38.452606017, -122.764794297], [38.431949016, -122.752654292], [38.443843017, -122.751026293], [38.433900016, -122.759627293], [38.452570017, -122.756022295], [38.436258016, -122.758428293], [38.433420017, -122.752859292]]",Census Tract 1530.06,4.60%
530,"[[37.742489979, -122.488560171], [37.75008998, -122.485870171], [37.74980598, -122.492298172], [37.74263098, -122.48534817], [37.742347979, -122.491781171], [37.742394979, -122.490705171], [37.744497979, -122.485479171], [37.748224979, -122.485740171], [37.74635898, -122.485610171], [37.746062979, -122.494803172]]",Census Tract 329.01,4.60%
531,"[[37.691104005, -122.070155101], [37.684222005, -122.0687511], [37.689370006, -122.060441099], [37.691292005, -122.068829101], [37.685783005, -122.062550099], [37.690220004, -122.073781102], [37.681176004, -122.071025101], [37.687260005, -122.061423099], [37.681151004, -122.0711501], [37.684985005, -122.0654841]]",Census Tract 4311,4.60%
532,"[[37.421845997, -121.853182037], [37.431729, -121.826345034], [37.444045997, -121.876398044], [37.452514997, -121.893482047], [37.484642002, -121.865280046], [37.460265001, -121.84326304], [37.466775001, -121.846653042], [37.451065, -121.840383039], [37.480428001, -121.870420047], [37.454155001, -121.841393039]]",Census Tract 5044.24,4.60%
533,"[[37.989023994, -122.56078221], [37.985158995, -122.540766207], [37.974735995, -122.543348206], [37.975665995, -122.536727205], [37.992837995, -122.55561921], [37.987903996, -122.539597207], [37.981074995, -122.551042208], [37.989323994, -122.56187521], [37.986502996, -122.540906207], [37.979189993, -122.560987209]]",Census Tract 1090.02,4.60%
534,"[[38.23965101, -122.621300249], [38.23308001, -122.611891247], [38.232930011, -122.613865247], [38.241267011, -122.620620249], [38.236979011, -122.604189246], [38.244291011, -122.617130249], [38.233051011, -122.612434246], [38.237634011, -122.620258248], [38.233154011, -122.610321246], [38.24023301, -122.621499249]]",Census Tract 1506.01,4.60%
535,"[[37.265466986, -121.819022015], [37.264556985, -121.831011017], [37.270386985, -121.831286018], [37.258892986, -121.813629014], [37.269512985, -121.833330017], [37.259371986, -121.811237013], [37.270842986, -121.826912016], [37.258793984, -121.828498016], [37.258874985, -121.816584014], [37.258874985, -121.821220015]]",Census Tract 5120.21,4.60%
536,"[[37.378568995, -121.830472029], [37.391370996, -121.833405031], [37.380778995, -121.827203029], [37.391744995, -121.836424031], [37.376654995, -121.83330503], [37.382248994, -121.841067032], [37.377915995, -121.831435029], [37.382466995, -121.827295029], [37.380929996, -121.826891029], [37.378919995, -121.829956029]]",Census Tract 5038.02,4.60%
537,"[[37.738887984, -122.414679159], [37.734798984, -122.410904158], [37.734461984, -122.410431158], [37.734737984, -122.410843158], [37.739759985, -122.410128158], [37.734892983, -122.416837159], [37.738885984, -122.414572159], [37.734703984, -122.410767158], [37.735609983, -122.416773159], [37.736321984, -122.416709159]]",Census Tract 254.02,4.60%
538,"[[37.452985978, -122.165081089], [37.460302977, -122.179720092], [37.454133977, -122.163246089], [37.453137976, -122.181581092], [37.464012977, -122.188157094], [37.457875976, -122.191822094], [37.452468978, -122.164123089], [37.461790976, -122.193433094], [37.458799976, -122.193535093], [37.452534977, -122.163985089]]",Census Tract 6125,4.60%
